
   			R U N   2 0 0 1   S E T U P  
  			~~~~~~~~~~~~~~~~~~~~~~~~~~~~

  This many-columns text file is based on format of detectors.dat file, automatcaly produced by COMGEANT
  It is "database" of detector's geometrical properties needed for CORAL reconstruction program.

  Following command will produce "readable" PS file.
  > a2ps -r -f6.5 -o- --columns=1 -B detectors.dat.2001 > detectors.dat.ps

 ori   1  2  3  - beam, detector orientation in MRS

 ver  v006rel7
 mgeo  y2001v01


    magnet     Zcen        Xcen      Ycen    rot   field scale   flag1   flag2 current
 mag   3       -35.00      0.00      0.00    0         1.00        2       0
 mag   4       363.00      0.00      0.00    0         1.00   172.00       1
 mag   5      1796.50     -0.05      0.00    0         1.00     0.00       1    4000

          Rotation matrices for detectors
 rot      1     1.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  1.0000
 rot      2     1.0000  0.0000  0.0000  0.0000  0.9848  0.1736  0.0000 -0.1736  0.9848
 rot      3     1.0000  0.0000  0.0000  0.0000  0.0000 -1.0000  0.0000  1.0000  0.0000
 rot      4     1.0000  0.0000  0.0000  0.0000  0.7071 -0.7071  0.0000  0.7071  0.7071
 rot      5     1.0000  0.0000  0.0000  0.0000 -0.7071 -0.7071  0.0000  0.7071 -0.7071
 rot      6     0.0000  0.0000  1.0000  1.0000  0.0000  0.0000  0.0000  1.0000  0.0000
 rot      7     0.0000  0.0000  1.0000  0.7071 -0.7071  0.0000  0.7071  0.7071  0.0000
 rot      8     1.0000  0.0000  0.0000  0.0000  0.9659 -0.2588  0.0000  0.2588  0.9659
 rot      9     0.0000  0.0000  1.0000  0.0000 -1.0000  0.0000  1.0000  0.0000  0.0000
 rot     10     0.0000  0.0000  1.0000 -0.7071 -0.7071  0.0000  0.7071 -0.7071  0.0000
 rot     11     0.8660  0.0000  0.5000  0.0000  1.0000  0.0000 -0.5000  0.0000  0.8660
 rot     12     0.8660  0.0000 -0.5000  0.0000  1.0000  0.0000  0.5000  0.0000  0.8660
 rot     13     1.0000  0.0000  0.0000  0.0000  0.7071  0.7071  0.0000 -0.7071  0.7071


		         G E O M E T R I C A L   P A R A M E T E R S   O F   T R A C K I N G   D E T E C T O R S
			~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  WARNING: GEANT reference system is used: ( cm, GeV, KGauss, 0 at Traget center, Z - along the beam, X - to Jura, Y - upwards)

  Numbering convention (not obligatory):
  4 digit integer TSSP
  T  - detector type
  SS - station #
  P  - plane # in the station                                                                                                                    REMARKS:
 |---------------------------|      sensitive volume size     detector's centre position                                                         (1) - NOT used
      |                           |-----------------------|--------------------------------|                                                     (2) - not very precise values are OK	  
      v                           v                       v                                v							 ts = TDC time slices
 =========================================================================================================================================================================================================
    Unique    TB      name unit type rad.len.  Zsize   Xsize   Ysize     Zcen       Xcen       Ycen   rot matr   1-st wire  angle  Nwires  pitch   eff   backgr tgate    vel.    T0   2h-res resol tslice
      ID     name      (1) (1) (1)   (2)       (2)     (2)     (2)                                                position   deg.                  (1)     (1)    ns    ts (2)  ts(2)   (1)  ts(2)  ns(2)
 ---------|----------|----|---|----|--------|------|-------|--------|----------|-----------|---------|---------|----------|-------|------|-------|------|------|------|--------|-----|-----|------|-------
   SiFi  
   ~~~~
 det  1011  FI01X1__  VSA1  1   22    42.40   0.422   3.940   3.940  -743.3000     0.1239    -0.0281      1      -1.9475    0.000    96     0.0410 1.000   0.0    4.0
 det  1012  FI01Y1__  VSA2  1   22    42.40   0.422   3.940   3.940  -741.7000     0.0000    -0.0277      3      -1.9475    0.000    96     0.0410 1.000   0.0    4.0

 det  1021  FI02X1__  VSA1  2   22    42.40   0.422   3.940   3.940  -301.9000    -0.1026    -0.0835      1      -1.9475    0.000    96     0.0410 1.000   0.0    4.0
 det  1022  FI02Y1__  VSA2  2   22    42.40   0.422   3.940   3.940  -303.5000    -0.1560    -0.0763      3      -1.9475    0.000    96     0.0410 1.000   0.0    4.0

 det  1031  FI03X1__  VSB1  1   22    42.40   0.422   5.250   5.250   122.3000    -0.0710     0.1249      1      -2.6035    0.000   128     0.0410 1.000   0.0    4.0
 det  1032  FI03Y1__  VSB2  1   22    42.40   0.422   5.250   5.250   123.4000    -0.1160     0.1328      3      -2.6035    0.000   128     0.0410 1.000   0.0    4.0
 det  1033  FI03U1__  VSB3  1   22    42.40   0.422   5.250   5.250   123.9000    -0.0533     0.1541      4      -2.6035    0.000   128     0.0410 1.000   0.0    4.0
 
 det  1041  FI04X1__  VSC1  2   22    42.40   0.422   5.250   5.250   213.2000     0.1759     0.0431      1      -2.6035    0.000   128     0.0410 1.000   0.0    4.0
 det  1042  FI04Y1__  VSC2  2   22    42.40   0.422   5.250   5.250   213.7000     0.1398     0.0437      3      -2.6035    0.000   128     0.0410 1.000   0.0    4.0
 det  1043  FI04U1__  VSC3  2   22    42.40   0.422   5.250   5.250   214.8000     0.2355     0.0616      4      -2.6035    0.000   128     0.0410 1.000   0.0    4.0

	SciFi - Germany

 det  1051  FI05X1__  VSD1  1   22    42.40   0.534   8.800   8.800   584.7210     0.5143    -0.4092      1      -4.1738    0.000   160     0.0525 1.000   0.0    4.0
 det  1052  FI05Y1__  VSD2  1   22    42.40   0.534   8.800   8.800   586.3210     0.5030    -0.4215      3      -4.1738    0.000   160     0.0525 1.000   0.0    4.0

 det  1061  FI06X1__  VSE1  1   22    42.40   0.600  10.040  10.040  1497.9200     2.9772    -0.2042      1      -4.9700    0.000   143     0.0700 1.000   0.0    4.0
 det  1062  FI06Y1__  VSE2  1   22    42.40   0.600  10.040  10.040  1498.8200     3.0124    -0.2161      3      -4.9700    0.000   143     0.0700 1.000   0.0    4.0
 det  1063  FI06V1__  VSE3  1   22    42.40   0.600  12.350  12.350  1503.9200     3.2678    -0.1931     13      -6.1250    0.000   176     0.0700 1.000   0.0    4.0
 
 det  1071  FI07X1__  VSF1  1   22    42.40   0.600  10.040  10.040  2129.6030     6.8755    -0.8146      1      -4.9700    0.000   143     0.0700 1.000   0.0    4.0
 det  1072  FI07Y1__  VSF2  1   22    42.40   0.600  10.040  10.040  2131.2030     6.8697    -0.8321      3      -4.9700    0.000   143     0.0700 1.000   0.0    4.0

 det  1081  FI08X1__  VSG1  1   22    42.40   0.600  12.350  12.350  3091.5120    26.5887    -2.1508      1      -6.1250    0.000   176     0.0700 1.000   0.0    4.0
 det  1082  FI08Y1__  VSG2  1   22    42.40   0.600  12.350  12.350  3093.1120    27.1157    -2.1196      3      -6.1250    0.000   176     0.0700 1.000   0.0    4.0

   MWPC-B  
   ~~~~~~
